latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-25.135,148.565,350.2,1,1,2019-02-21,00:15,T,93,6.0NRT,314.5,41.7,D
-25.136,148.575,334.4,1,1,2019-02-21,00:15,T,78,6.0NRT,314,12.9,D
-25.232,149.211,342.5,1,1,2019-02-21,00:15,T,87,6.0NRT,308.4,32.4,D
-25.234,149.22,331.7,1,1,2019-02-21,00:15,T,44,6.0NRT,309.5,14.1,D
-25.132,148.483,333.6,1,1,2019-02-21,00:15,T,42,6.0NRT,311.3,13.8,D
-25.144,148.563,361.6,1,1,2019-02-21,00:15,T,100,6.0NRT,317.8,70.9,D
-25.145,148.573,342.1,1,1,2019-02-21,00:15,T,87,6.0NRT,315.5,26.1,D
-25.241,149.209,334.1,1,1,2019-02-21,00:15,T,71,6.0NRT,307,18.9,D
-28.754,148.133,331.2,1,1,2019-02-21,00:15,T,62,6.0NRT,313.1,10,D
-28.752,148.123,335.9,1,1,2019-02-21,00:15,T,75,6.0NRT,314.8,16.6,D
-28.745,148.134,345.7,1,1,2019-02-21,00:15,T,88,6.0NRT,315.1,32.3,D
-28.743,148.124,345.2,1,1,2019-02-21,00:15,T,88,6.0NRT,315.9,31.3,D
-28.733,148.116,339.7,1,1,2019-02-21,00:15,T,81,6.0NRT,315.8,20.5,D
-28.771,148.493,334.9,1,1,2019-02-21,00:15,T,72,6.0NRT,315.2,13.1,D
-28.804,149.562,341.4,1,1,2019-02-21,00:15,T,83,6.0NRT,320.8,22.4,D
-27.39,150.417,332,1.1,1,2019-02-21,00:15,T,70,6.0NRT,314,8.9,D
-27.278,150.155,334.4,1,1,2019-02-21,00:15,T,74,6.0NRT,314.2,14,D
-25.816,146.001,328.9,1.2,1.1,2019-02-21,00:15,T,64,6.0NRT,317.4,11.6,D
-25.78,146.213,336.4,1.2,1.1,2019-02-21,00:15,T,79,6.0NRT,319.8,21.6,D
-25.359,145.91,345.3,1.3,1.1,2019-02-21,00:15,T,89,6.0NRT,319.4,44.3,D
-25.133,148.431,326.5,1,1,2019-02-21,00:15,T,29,6.0NRT,310.9,6.1,D
-25.141,148.482,361.5,1,1,2019-02-21,00:15,T,100,6.0NRT,314,72.5,D
-25.142,148.492,344.9,1,1,2019-02-21,00:15,T,89,6.0NRT,311.6,31.8,D
-25.144,148.502,337.2,1,1,2019-02-21,00:15,T,60,6.0NRT,310.7,17.9,D
-25.145,148.512,340.7,1,1,2019-02-21,00:15,T,73,6.0NRT,313.1,23.3,D
-25.15,148.542,342.5,1,1,2019-02-21,00:15,T,87,6.0NRT,312.5,25.5,D
-25.142,148.43,331.4,1,1,2019-02-21,00:15,T,62,6.0NRT,309.8,12.6,D
-25.144,148.44,334.1,1,1,2019-02-21,00:15,T,75,6.0NRT,310.8,16.3,D
-25.154,148.51,333.3,1,1,2019-02-21,00:15,T,46,6.0NRT,311.1,12.9,D
-25.159,148.54,337.1,1,1,2019-02-21,00:15,T,61,6.0NRT,312.8,15.8,D
-25.16,148.55,349.9,1,1,2019-02-21,00:15,T,93,6.0NRT,312.3,40.6,D
-25.267,149.255,332.3,1,1,2019-02-21,00:15,T,75,6.0NRT,309.6,14.9,D
-25.153,148.438,328.5,1,1,2019-02-21,00:15,T,49,6.0NRT,308.7,9.8,D
-25.289,149.221,325.7,1,1,2019-02-21,00:15,T,56,6.0NRT,308.3,9,D
-25.339,145.914,352.4,1.3,1.1,2019-02-21,00:15,T,95,6.0NRT,320,64.4,D
-25.341,145.926,332.6,1.3,1.1,2019-02-21,00:15,T,73,6.0NRT,317.7,14.8,D
-25.347,145.899,343.2,1.3,1.1,2019-02-21,00:15,T,87,6.0NRT,318.7,38.4,D
-25.349,145.912,378.2,1.3,1.1,2019-02-21,00:15,T,100,6.0NRT,321.2,174.8,D
-25.351,145.924,338.4,1.3,1.1,2019-02-21,00:15,T,82,6.0NRT,317.6,26.5,D
-25.357,145.897,372,1.3,1.1,2019-02-21,00:15,T,100,6.0NRT,320.8,143.6,D
-25.243,149.219,327.9,1,1,2019-02-21,00:15,T,19,6.0NRT,308.6,9.4,D
-19.266,146.774,326.7,1.4,1.2,2019-02-21,00:15,T,69,6.0NRT,314,14.1,D
-32.992,146.442,330.6,1,1,2019-02-21,00:15,T,74,6.0NRT,309.9,14,D
-32.985,146.45,331.1,1,1,2019-02-21,00:15,T,75,6.0NRT,311.8,16.3,D
-32.984,146.439,325.3,1,1,2019-02-21,00:15,T,52,6.0NRT,310.4,8.7,D
-32.038,147.192,327.3,1,1,2019-02-21,00:15,T,65,6.0NRT,310.7,7.9,D
-31.332,145.64,330.1,1.1,1,2019-02-21,00:15,T,72,6.0NRT,311,16.4,D
-29.937,148.671,330.7,1,1,2019-02-21,00:15,T,65,6.0NRT,312.3,7.9,D
-28.994,147.708,335.8,1,1,2019-02-21,00:15,T,76,6.0NRT,315.1,16.7,D
-28.992,147.698,333.6,1,1,2019-02-21,00:15,T,72,6.0NRT,314.5,13.3,D
-41.783,147.032,305.8,1.1,1,2019-02-21,00:20,T,38,6.0NRT,286,5,D
-41.781,147.019,349.6,1.1,1,2019-02-21,00:20,T,96,6.0NRT,296.2,66.1,D
-41.779,147.006,344.5,1.1,1,2019-02-21,00:20,T,94,6.0NRT,298.2,54.4,D
-41.133,146.021,313.1,1,1,2019-02-21,00:20,T,67,6.0NRT,293.6,10.7,D
-37.577,142.624,316,1.2,1.1,2019-02-21,00:20,T,63,6.0NRT,301.4,7.8,D
43.447,23.116,306.9,1.1,1,2019-02-21,00:25,A,70,6.0NRT,275.4,13.5,N
27.987,22.33,304.4,1.1,1,2019-02-21,00:30,A,60,6.0NRT,277.1,12.2,N
28.909,20.956,320.6,1,1,2019-02-21,00:30,A,100,6.0NRT,279.5,22.7,N
29.236,19.704,306.3,1,1,2019-02-21,00:30,A,68,6.0NRT,276.2,12.2,N
8.179,21.36,303.6,1.8,1.3,2019-02-21,00:35,A,56,6.0NRT,290.8,16.2,N
8.4,22.036,304.3,2,1.4,2019-02-21,00:35,A,59,6.0NRT,287.9,20.2,N
8.403,22.018,311.5,2,1.4,2019-02-21,00:35,A,83,6.0NRT,289.5,33.4,N
11.111,15.133,315.7,1.1,1,2019-02-21,00:35,A,92,6.0NRT,276.4,18.9,N
10.334,22.251,312.1,1.9,1.4,2019-02-21,00:35,A,84,6.0NRT,285.2,34,N
4.306,7.668,316.4,2.7,1.6,2019-02-21,00:35,A,91,6.0NRT,290.6,54.7,N
4.309,7.676,313.1,2.7,1.6,2019-02-21,00:35,A,81,6.0NRT,290.7,42.8,N
4.312,7.652,308.7,2.7,1.6,2019-02-21,00:35,A,62,6.0NRT,290.3,29.3,N
5.982,11.461,304.3,1.5,1.2,2019-02-21,00:35,A,60,6.0NRT,287.9,10.3,N
7.159,15.848,314.4,1,1,2019-02-21,00:35,A,89,6.0NRT,288.9,13,N
7.184,15.87,300.5,1,1,2019-02-21,00:35,A,28,6.0NRT,289.6,3.8,N
7.997,22.252,300.8,2.1,1.4,2019-02-21,00:35,A,33,6.0NRT,286.2,16.5,N
8.176,21.376,303.7,1.8,1.3,2019-02-21,00:35,A,57,6.0NRT,290.6,16,N
-6.161,11.271,308.8,1.1,1,2019-02-21,00:40,A,63,6.0NRT,285.3,7.8,N
-10.791,-37.217,336.6,1.1,1.1,2019-02-21,00:55,T,100,6.0NRT,296.4,42.1,N
-10.79,-37.207,325.4,1.1,1.1,2019-02-21,00:55,T,100,6.0NRT,296.3,24.5,N
-16.038,-39.144,316.3,1.7,1.3,2019-02-21,00:55,T,93,6.0NRT,295.7,28.6,N
-16.036,-39.128,321.9,1.7,1.3,2019-02-21,00:55,T,100,6.0NRT,295.7,40,N
-16.034,-39.138,327.3,1.7,1.3,2019-02-21,00:55,T,100,6.0NRT,295.9,53.2,N
-16.032,-39.122,307.5,1.7,1.3,2019-02-21,00:55,T,72,6.0NRT,295.5,13.5,N
-10.782,-37.218,330.6,1.1,1.1,2019-02-21,00:55,T,100,6.0NRT,295.5,32.7,N
-9.61,-41.019,306.7,1.9,1.4,2019-02-21,00:55,T,69,6.0NRT,295,12.3,N
-7.421,-35.205,306.5,1,1,2019-02-21,00:55,T,57,6.0NRT,287,7.8,N
-10.781,-37.208,309.6,1.1,1.1,2019-02-21,00:55,T,78,6.0NRT,295.3,8.1,N
-13.487,-172.543,320.8,1.2,1.1,2019-02-21,01:20,A,36,6.0NRT,298.5,15.1,D
46.318,134.257,309.1,1.8,1.3,2019-02-21,01:35,T,68,6.0NRT,273.5,31.1,D
48.004,132.341,314,2.4,1.5,2019-02-21,01:35,T,74,6.0NRT,276,58.8,D
48.693,133.303,326.5,2.2,1.4,2019-02-21,01:35,T,84,6.0NRT,272.9,93.7,D
48.772,134.402,318.3,1.9,1.4,2019-02-21,01:35,T,37,6.0NRT,274.8,47.5,D
48.763,134.407,316.8,1.9,1.4,2019-02-21,01:35,T,63,6.0NRT,273.4,46.6,D
48.765,134.381,309.5,1.9,1.4,2019-02-21,01:35,T,30,6.0NRT,274.7,31,D
48.775,134.409,308,1.9,1.4,2019-02-21,01:35,T,29,6.0NRT,273.4,28.2,D
48.84,134.365,308.4,2,1.4,2019-02-21,01:35,T,59,6.0NRT,275,31.3,D
48.866,134.179,305.8,2,1.4,2019-02-21,01:35,T,62,6.0NRT,274,30.9,D
48.894,133.959,369.4,2.1,1.4,2019-02-21,01:35,T,100,6.0NRT,282,321.1,D
48.896,133.931,406.3,2.1,1.4,2019-02-21,01:35,T,100,6.0NRT,292.5,841.3,D
48.843,134.372,309.2,2,1.4,2019-02-21,01:35,T,30,6.0NRT,275,31,D
48.876,134.075,317.3,2,1.4,2019-02-21,01:35,T,25,6.0NRT,274.4,47.6,D
48.883,133.964,333.5,2.1,1.4,2019-02-21,01:35,T,84,6.0NRT,271.8,99.7,D
48.885,133.936,349.3,2.1,1.4,2019-02-21,01:35,T,96,6.0NRT,272,182.1,D
48.895,133.965,346.7,2.1,1.4,2019-02-21,01:35,T,94,6.0NRT,278.2,157,D
48.897,133.937,421.2,2.1,1.4,2019-02-21,01:35,T,100,6.0NRT,295,1164.7,D
48.899,133.909,346.7,2.1,1.4,2019-02-21,01:35,T,95,6.0NRT,275.6,165.5,D
48.91,133.939,352.4,2.1,1.4,2019-02-21,01:35,T,97,6.0NRT,279.1,193.9,D
48.912,133.911,359.3,2.1,1.4,2019-02-21,01:35,T,99,6.0NRT,278.4,248,D
48.924,133.913,322.9,2.1,1.4,2019-02-21,01:35,T,82,6.0NRT,276.6,67.7,D
48.926,133.884,330.8,2.1,1.4,2019-02-21,01:35,T,64,6.0NRT,275.4,88.4,D
48.928,133.856,346.1,2.1,1.4,2019-02-21,01:35,T,85,6.0NRT,275.9,159.3,D
48.916,134.22,341.6,2,1.4,2019-02-21,01:35,T,92,6.0NRT,277.3,136.7,D
48.918,134.192,358.9,2,1.4,2019-02-21,01:35,T,99,6.0NRT,279.8,239.7,D
48.941,133.858,326.1,2.1,1.4,2019-02-21,01:35,T,55,6.0NRT,275.6,71.9,D
48.943,133.829,310.8,2.1,1.4,2019-02-21,01:35,T,29,6.0NRT,274,34.9,D
48.955,133.831,322,2.1,1.4,2019-02-21,01:35,T,81,6.0NRT,274.3,65.3,D
48.951,134.252,314.4,2,1.4,2019-02-21,01:35,T,46,6.0NRT,275.1,41.3,D
48.968,134.2,305.6,2,1.4,2019-02-21,01:35,T,26,6.0NRT,274.2,24.8,D
48.953,134.26,310.5,2,1.4,2019-02-21,01:35,T,61,6.0NRT,274.2,36.5,D
48.969,134.207,302.5,2,1.4,2019-02-21,01:35,T,37,6.0NRT,274.4,21.7,D
49.054,134.081,304.3,2,1.4,2019-02-21,01:35,T,47,6.0NRT,274.9,25.6,D
49.056,134.053,318.1,2,1.4,2019-02-21,01:35,T,78,6.0NRT,276.4,54.7,D
49.057,134.059,318.7,2,1.4,2019-02-21,01:35,T,79,6.0NRT,276.3,56.9,D
43.969,131.406,329.3,2.5,1.5,2019-02-21,01:35,T,86,6.0NRT,281.5,110.1,D
43.981,131.438,308.5,2.5,1.5,2019-02-21,01:35,T,67,6.0NRT,280.2,38.8,D
43.983,131.406,345.9,2.5,1.5,2019-02-21,01:35,T,94,6.0NRT,282.6,214,D
44.081,131.912,301.4,2.3,1.5,2019-02-21,01:35,T,46,6.0NRT,281,20.2,D
44.158,131.898,310.5,2.4,1.5,2019-02-21,01:35,T,70,6.0NRT,281.8,39.5,D
44.154,131.904,304.6,2.4,1.5,2019-02-21,01:35,T,59,6.0NRT,282,26.2,D
44.684,131.823,304.9,2.4,1.5,2019-02-21,01:35,T,53,6.0NRT,281.1,28.5,D
44.799,133.195,315.2,2,1.4,2019-02-21,01:35,T,72,6.0NRT,275.2,45.1,D
44.801,133.201,309.2,2,1.4,2019-02-21,01:35,T,68,6.0NRT,274.5,36,D
44.803,133.175,304.1,2,1.4,2019-02-21,01:35,T,53,6.0NRT,276.4,24.9,D
44.806,133.124,301.6,2,1.4,2019-02-21,01:35,T,41,6.0NRT,275.9,20.4,D
45.399,133.661,300.4,1.9,1.4,2019-02-21,01:35,T,37,6.0NRT,273.8,21,D
45.467,133.416,303.5,2,1.4,2019-02-21,01:35,T,49,6.0NRT,275.9,24.3,D
46.12,134.018,304.6,1.9,1.3,2019-02-21,01:35,T,59,6.0NRT,272.6,25.6,D
46.144,134.022,327.4,1.9,1.3,2019-02-21,01:35,T,81,6.0NRT,273.5,71.9,D
46.146,133.997,347.6,1.9,1.3,2019-02-21,01:35,T,95,6.0NRT,275.1,153.1,D
46.156,134.023,326.7,1.9,1.3,2019-02-21,01:35,T,85,6.0NRT,274.1,71.1,D
46.158,133.999,351,1.9,1.3,2019-02-21,01:35,T,96,6.0NRT,277.8,172.9,D
46.162,134.006,302.3,1.9,1.3,2019-02-21,01:35,T,52,6.0NRT,273.7,22.1,D
46.164,133.98,308.4,1.9,1.3,2019-02-21,01:35,T,67,6.0NRT,274.2,31.4,D
47.996,132.333,313.9,2.4,1.5,2019-02-21,01:35,T,74,6.0NRT,276,55,D
35.076,137.134,300.5,1,1,2019-02-21,01:35,T,28,6.0NRT,282.5,3.4,D
35.929,140.671,306.1,1.1,1,2019-02-21,01:35,T,0,6.0NRT,292,6.4,D
36.398,138.981,306.2,1,1,2019-02-21,01:35,T,48,6.0NRT,290.8,5.9,D
43.78,131.77,316,2.4,1.5,2019-02-21,01:35,T,76,6.0NRT,280.4,58.4,D
43.807,131.562,304.2,2.4,1.5,2019-02-21,01:35,T,51,6.0NRT,279.9,29.6,D
43.939,131.434,313.7,2.5,1.5,2019-02-21,01:35,T,74,6.0NRT,280.7,54.5,D
6.843,124.362,310.5,2.6,1.6,2019-02-21,01:45,T,29,6.0NRT,288.2,17.3,D
-17.988,127.397,329.5,1,1,2019-02-21,01:50,T,67,6.0NRT,308,13,D
-17.987,127.388,337.4,1,1,2019-02-21,01:50,T,82,6.0NRT,309.1,24.1,D
-17.985,127.378,341.5,1,1,2019-02-21,01:50,T,86,6.0NRT,308.7,30.3,D
-17.984,127.368,328.5,1,1,2019-02-21,01:50,T,65,6.0NRT,307.5,11.2,D
-17.975,127.37,332.7,1,1,2019-02-21,01:50,T,75,6.0NRT,308.8,16.6,D
-17.968,127.39,345.1,1,1,2019-02-21,01:50,T,89,6.0NRT,309.1,38.3,D
-3.709,128.094,312.3,1.1,1,2019-02-21,01:50,T,0,6.0NRT,293.9,6.1,D
-2.912,129.3,310.5,1,1,2019-02-21,01:50,T,52,6.0NRT,283.3,7.1,D
-13.754,126.149,311.9,1,1,2019-02-21,01:50,T,52,6.0NRT,299.5,6.7,D
-5.461,122.612,311,2.2,1.4,2019-02-21,01:50,T,0,6.0NRT,288.3,15.1,D
-13.962,123.317,324,1.4,1.2,2019-02-21,01:50,T,77,6.0NRT,294.3,28.6,D
-15.565,128.734,326,1.1,1,2019-02-21,01:50,T,49,6.0NRT,309.6,13.9,D
-15.613,128.738,327.6,1.1,1,2019-02-21,01:50,T,24,6.0NRT,310.1,13.7,D
-16.116,127.877,326.1,1,1,2019-02-21,01:50,T,54,6.0NRT,305.7,11.2,D
-16.126,127.876,325,1,1,2019-02-21,01:50,T,61,6.0NRT,305.2,10.9,D
-16.127,127.886,325.5,1,1,2019-02-21,01:50,T,63,6.0NRT,305.7,11.5,D
-16.142,127.923,321.8,1,1,2019-02-21,01:50,T,35,6.0NRT,305,7.2,D
-16.265,125.161,328.9,1.1,1,2019-02-21,01:50,T,63,6.0NRT,304.5,13.9,D
-17.967,127.381,338.1,1,1,2019-02-21,01:50,T,83,6.0NRT,307.8,24.5,D
-13.789,123.319,328.8,1.4,1.2,2019-02-21,01:50,T,82,6.0NRT,293.9,38,D
-27.076,122.955,347.1,1,1,2019-02-21,01:55,T,90,6.0NRT,313.6,38.9,D
-27.005,120.717,333,1.3,1.1,2019-02-21,01:55,T,55,6.0NRT,319.3,12.6,D
-27.257,120.871,337.2,1.2,1.1,2019-02-21,01:55,T,18,6.0NRT,321.2,16.7,D
-27.278,120.872,349,1.2,1.1,2019-02-21,01:55,T,92,6.0NRT,320.2,48.3,D
-28.009,122.968,338.3,1,1,2019-02-21,01:55,T,76,6.0NRT,317.6,16.9,D
-28.018,122.967,339.8,1,1,2019-02-21,01:55,T,82,6.0NRT,317.2,19.8,D
-28.02,122.977,333.1,1,1,2019-02-21,01:55,T,56,6.0NRT,316.2,10.5,D
-28.023,122.934,334.7,1,1,2019-02-21,01:55,T,11,6.0NRT,316.6,11.6,D
-28.026,122.955,350.1,1,1,2019-02-21,01:55,T,93,6.0NRT,318.3,38.2,D
-28.028,122.965,338.7,1,1,2019-02-21,01:55,T,57,6.0NRT,316,17.5,D
-28.032,122.932,336.3,1,1,2019-02-21,01:55,T,57,6.0NRT,316.3,14.3,D
-28.863,124.512,339.5,1,1,2019-02-21,01:55,T,69,6.0NRT,319.1,20,D
-28.865,124.522,344.7,1,1,2019-02-21,01:55,T,87,6.0NRT,316.4,30,D
-28.874,124.521,333.8,1,1,2019-02-21,01:55,T,33,6.0NRT,317.2,12.5,D
-28.874,124.457,335.6,1,1,2019-02-21,01:55,T,40,6.0NRT,316.1,14.4,D
-28.877,124.477,340.3,1,1,2019-02-21,01:55,T,63,6.0NRT,318.5,19.2,D
-28.883,124.519,361.4,1,1,2019-02-21,01:55,T,100,6.0NRT,320.3,68,D
-28.885,124.529,338,1,1,2019-02-21,01:55,T,57,6.0NRT,314.6,18.2,D
-28.885,124.465,339.8,1,1,2019-02-21,01:55,T,59,6.0NRT,319.4,18,D
-28.886,124.476,361.5,1,1,2019-02-21,01:55,T,100,6.0NRT,320.8,65.5,D
-28.892,124.517,354.8,1,1,2019-02-21,01:55,T,96,6.0NRT,317.2,49.5,D
-28.894,124.528,340.9,1,1,2019-02-21,01:55,T,61,6.0NRT,315.9,21.8,D
-28.894,124.464,370,1,1,2019-02-21,01:55,T,100,6.0NRT,322.6,92.9,D
-28.895,124.474,374.3,1,1,2019-02-21,01:55,T,100,6.0NRT,321.9,108.1,D
-28.901,124.516,349.6,1,1,2019-02-21,01:55,T,92,6.0NRT,316.7,39.3,D
-28.903,124.526,346.8,1,1,2019-02-21,01:55,T,90,6.0NRT,316.5,34.2,D
-28.9,124.441,337.2,1,1,2019-02-21,01:55,T,32,6.0NRT,316.6,18,D
-28.901,124.452,349.4,1,1,2019-02-21,01:55,T,88,6.0NRT,316.4,40.6,D
-28.903,124.462,382.4,1,1,2019-02-21,01:55,T,100,6.0NRT,316.9,144.4,D
-28.904,124.473,347.4,1,1,2019-02-21,01:55,T,85,6.0NRT,313.8,36.4,D
-28.909,124.504,338.6,1,1,2019-02-21,01:55,T,66,6.0NRT,312.7,19.9,D
-28.91,124.514,358.7,1,1,2019-02-21,01:55,T,99,6.0NRT,317.5,63.6,D
-28.912,124.524,332,1,1,2019-02-21,01:55,T,63,6.0NRT,314.8,11.5,D
-29.028,125.362,332.3,1.1,1,2019-02-21,01:55,T,53,6.0NRT,316.3,12.4,D
-29.029,125.373,332.3,1.1,1,2019-02-21,01:55,T,62,6.0NRT,314.5,13.3,D
-28.908,124.429,335.7,1,1,2019-02-21,01:55,T,69,6.0NRT,313.7,16.8,D
-28.909,124.44,347.6,1,1,2019-02-21,01:55,T,91,6.0NRT,314.8,39.1,D
-28.918,124.502,367.8,1,1,2019-02-21,01:55,T,100,6.0NRT,313.6,92.7,D
-28.919,124.512,336.4,1,1,2019-02-21,01:55,T,58,6.0NRT,312.8,19.8,D
-28.529,121.87,353.3,1.1,1,2019-02-21,01:55,T,95,6.0NRT,318.3,54.4,D
-28.531,121.881,337.8,1.1,1,2019-02-21,01:55,T,79,6.0NRT,317.5,21.7,D
-28.927,124.5,339.4,1,1,2019-02-21,01:55,T,72,6.0NRT,307.7,27.6,D
-28.534,121.862,338.7,1.1,1,2019-02-21,01:55,T,79,6.0NRT,315.6,22.6,D
-28.536,121.873,356.2,1.1,1,2019-02-21,01:55,T,97,6.0NRT,319.6,62.4,D
-28.537,121.884,361,1.1,1,2019-02-21,01:55,T,100,6.0NRT,320,76.4,D
-28.547,121.882,387.2,1.1,1,2019-02-21,01:55,T,100,6.0NRT,321.9,185.1,D
-28.549,121.893,371.3,1.1,1,2019-02-21,01:55,T,100,6.0NRT,318.4,111.8,D
-28.556,121.88,380.2,1.1,1,2019-02-21,01:55,T,100,6.0NRT,317.9,153.1,D
-28.558,121.891,348.7,1.1,1,2019-02-21,01:55,T,91,6.0NRT,312.1,46,D
-29.079,125.347,335.6,1.1,1,2019-02-21,01:55,T,77,6.0NRT,314.9,19,D
-29.081,125.358,330.9,1.1,1,2019-02-21,01:55,T,66,6.0NRT,314.4,11.4,D
-29.089,125.345,330.6,1.1,1,2019-02-21,01:55,T,65,6.0NRT,314.1,11,D
-28.897,123.292,332.9,1,1,2019-02-21,01:55,T,66,6.0NRT,318.8,10.8,D
-28.899,123.302,338.8,1,1,2019-02-21,01:55,T,81,6.0NRT,316.9,20.1,D
-28.906,123.29,362.2,1,1,2019-02-21,01:55,T,100,6.0NRT,319.3,71.2,D
-28.908,123.3,389.6,1,1,2019-02-21,01:55,T,100,6.0NRT,323.5,176.6,D
-28.915,123.288,363.7,1,1,2019-02-21,01:55,T,100,6.0NRT,316.6,76.3,D
-28.917,123.299,407.2,1,1,2019-02-21,01:55,T,100,6.0NRT,323.6,280.6,D
-28.935,123.056,331.8,1,1,2019-02-21,01:55,T,58,6.0NRT,316.1,7.7,D
-28.944,123.054,341.7,1,1,2019-02-21,01:55,T,84,6.0NRT,318.5,23,D
-28.946,123.065,338.3,1,1,2019-02-21,01:55,T,79,6.0NRT,317.1,18,D
-28.987,122.912,333.9,1,1,2019-02-21,01:55,T,60,6.0NRT,319,11.9,D
-28.988,122.923,337.3,1,1,2019-02-21,01:55,T,77,6.0NRT,319,15.7,D
-22.488,120.008,331.6,1.7,1.3,2019-02-21,01:55,T,69,6.0NRT,308.2,21.8,D
-29.421,125.086,344.5,1,1,2019-02-21,01:55,T,88,6.0NRT,314.6,35,D
-29.422,125.097,347,1,1,2019-02-21,01:55,T,90,6.0NRT,317.2,40,D
-29.431,125.095,340,1,1,2019-02-21,01:55,T,83,6.0NRT,316.6,26,D
-29.433,125.106,349,1,1,2019-02-21,01:55,T,92,6.0NRT,313.9,44.1,D
-29.447,125.07,343.3,1,1,2019-02-21,01:55,T,87,6.0NRT,314.7,32,D
-22.479,120.027,333.8,1.7,1.3,2019-02-21,01:55,T,74,6.0NRT,311.8,28.2,D
-22.477,120.011,350.6,1.7,1.3,2019-02-21,01:55,T,93,6.0NRT,312,91.4,D
-21.669,116.612,327.8,3,1.7,2019-02-21,01:55,T,67,6.0NRT,306.4,48.6,D
-21.67,116.619,326.6,3,1.7,2019-02-21,01:55,T,64,6.0NRT,306.6,38.3,D
-22.021,119.008,326.4,2,1.4,2019-02-21,01:55,T,35,6.0NRT,307.1,20.7,D
-21.414,118.804,327.7,2.1,1.4,2019-02-21,01:55,T,47,6.0NRT,306.5,23.2,D
-21.415,118.81,325.9,2.1,1.4,2019-02-21,01:55,T,32,6.0NRT,306.2,18.2,D
-30.398,123.735,348.7,1,1,2019-02-21,01:55,T,92,6.0NRT,313.3,43.6,D
-30.39,123.619,338.6,1,1,2019-02-21,01:55,T,62,6.0NRT,310.3,23.2,D
-30.392,123.629,368.9,1,1,2019-02-21,01:55,T,100,6.0NRT,311,96.7,D
-30.412,123.266,331.4,1,1,2019-02-21,01:55,T,23,6.0NRT,314.6,11.4,D
-30.414,123.277,333.2,1,1,2019-02-21,01:55,T,38,6.0NRT,315.5,13,D
-30.42,123.318,335.9,1,1,2019-02-21,01:55,T,39,6.0NRT,315.9,15.9,D
-30.426,123.296,364,1,1,2019-02-21,01:55,T,100,6.0NRT,319.7,73.8,D
-30.427,123.306,364,1,1,2019-02-21,01:55,T,100,6.0NRT,317.7,73.9,D
-30.429,123.252,330.3,1,1,2019-02-21,01:55,T,29,6.0NRT,313,10.3,D
-30.433,123.283,381.3,1,1,2019-02-21,01:55,T,100,6.0NRT,317.5,136.2,D
