latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-15.54257,27.47887,306.3,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,285.4,1.2,N
-26.33188,28.61444,303.4,0.55,0.68,2019-04-07,00:00,N,nominal,1.0NRT,281.1,0.5,N
-26.31076,27.78825,301.1,0.49,0.65,2019-04-07,00:00,N,nominal,1.0NRT,283.2,1.3,N
-26.18119,25.99561,300.1,0.38,0.58,2019-04-07,00:00,N,nominal,1.0NRT,286.1,0.8,N
-26.54205,29.15881,295.2,0.59,0.7,2019-04-07,00:00,N,nominal,1.0NRT,281.1,1.2,N
-26.54827,29.15204,303.9,0.59,0.7,2019-04-07,00:00,N,nominal,1.0NRT,282.9,1.2,N
-26.80711,27.8581,300.4,0.5,0.65,2019-04-07,00:00,N,nominal,1.0NRT,284.2,1.1,N
-27.56608,25.11471,303.1,0.34,0.56,2019-04-07,00:00,N,nominal,1.0NRT,285,0.3,N
-28.35862,23.50909,318.4,0.56,0.51,2019-04-07,00:00,N,nominal,1.0NRT,279.6,3.3,N
-28.39898,21.49267,319,0.43,0.46,2019-04-07,00:00,N,nominal,1.0NRT,282.4,2,N
-25.48795,27.10361,297.7,0.43,0.62,2019-04-07,00:00,N,nominal,1.0NRT,285.5,0.7,N
-24.81631,30.12036,306.9,0.65,0.73,2019-04-07,00:00,N,nominal,1.0NRT,283.7,1.5,N
-23.17072,18.52444,309.9,0.41,0.37,2019-04-07,00:00,N,nominal,1.0NRT,287.7,0.1,N
-23.10535,18.53548,300.6,0.41,0.37,2019-04-07,00:00,N,nominal,1.0NRT,286.9,0,N
-23.96559,29.50344,296.1,0.59,0.7,2019-04-07,00:00,N,nominal,1.0NRT,283.3,2,N
-21.71034,26.10126,306.6,0.34,0.56,2019-04-07,00:00,N,nominal,1.0NRT,288.5,0,N
-19.13594,22.35692,298.9,0.56,0.43,2019-04-07,00:00,N,nominal,1.0NRT,288.1,1.1,N
-19.1299,22.34155,300.6,0.55,0.43,2019-04-07,00:00,N,nominal,1.0NRT,289.1,1.3,N
-18.90851,22.47508,300.3,0.56,0.43,2019-04-07,00:00,N,nominal,1.0NRT,287.5,0.7,N
-17.81225,21.1942,304.2,0.47,0.4,2019-04-07,00:00,N,nominal,1.0NRT,282.2,0.6,N
-16.09663,21.84184,296.5,0.48,0.4,2019-04-07,00:00,N,nominal,1.0NRT,275.1,0.7,N
-14.73713,16.58157,308.5,0.41,0.37,2019-04-07,00:00,N,nominal,1.0NRT,283.8,1.1,N
-15.6742,27.93557,301.5,0.38,0.59,2019-04-07,00:00,N,nominal,1.0NRT,286.7,1.5,N
-15.66915,27.93985,300.7,0.38,0.59,2019-04-07,00:00,N,nominal,1.0NRT,286.9,1.5,N
-15.66833,27.93263,312.4,0.38,0.59,2019-04-07,00:00,N,nominal,1.0NRT,287.7,3.9,N
-15.66874,27.93624,322.1,0.38,0.59,2019-04-07,00:00,N,nominal,1.0NRT,287.7,1.5,N
-15.57815,27.57109,296.6,0.36,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.1,0.5,N
-15.54558,27.4726,309.1,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,285.2,2.1,N
-15.54141,27.48332,307.5,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,285.7,1.4,N
-15.54104,27.47997,306.8,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,285.2,1.4,N
-15.54067,27.47662,329.7,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,286.5,2.1,N
-15.5403,27.47328,320.2,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,286.5,2.1,N
-15.54296,27.48222,311.6,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,285.2,1.2,N
-15.54177,27.47219,323.3,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,286.7,2.9,N
-15.53728,27.47953,300.5,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,283,1.2,N
-15.53688,27.47619,303.5,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.9,2.4,N
-15.53199,27.4802,311,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,285.8,1.2,N
-15.53159,27.47686,330.1,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,286.5,2.4,N
-15.52631,27.47752,302.3,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.5,1.3,N
-15.52592,27.47418,308.6,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.6,1.3,N
-15.52102,27.47818,317.3,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.3,1.3,N
-15.52063,27.47484,313.4,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.2,1.3,N
-24.81281,26.83351,304.6,0.41,0.61,2019-04-07,00:00,N,nominal,1.0NRT,287.9,0.8,N
-23.87489,19.34303,314.7,0.45,0.39,2019-04-07,00:00,N,nominal,1.0NRT,280.9,0.6,N
-24.98181,27.54603,304.8,0.46,0.63,2019-04-07,00:00,N,nominal,1.0NRT,287.3,1,N
-15.51574,27.47886,313.7,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.1,2.3,N
-15.51535,27.47552,319.1,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.5,2.3,N
-15.54217,27.47553,332.1,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,286,2.9,N
-15.50928,27.46951,306.5,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.7,3.1,N
-15.50967,27.47285,337.3,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,284.9,3.1,N
-15.504,27.47017,317.6,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,283.4,1.9,N
-15.50361,27.46684,301.6,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,283.5,1.4,N
-15.49794,27.46417,299.1,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,280.2,1.4,N
-15.49756,27.46084,317,0.35,0.57,2019-04-07,00:00,N,nominal,1.0NRT,275,1.8,N
-15.54597,28.27063,296.5,0.4,0.6,2019-04-07,00:00,N,nominal,1.0NRT,275.8,0.7,N
-24.81594,30.11902,310.6,0.65,0.73,2019-04-07,00:00,N,nominal,1.0NRT,283.8,2.2,N
-25.62661,27.22582,296.7,0.44,0.62,2019-04-07,00:00,N,nominal,1.0NRT,285.4,0.7,N
-25.62076,27.22647,298.2,0.44,0.62,2019-04-07,00:00,N,nominal,1.0NRT,285.9,0.7,N
-25.62039,27.22183,300.2,0.44,0.62,2019-04-07,00:00,N,nominal,1.0NRT,286.2,0.7,N
-25.6627,27.8389,310.3,0.48,0.65,2019-04-07,00:00,N,nominal,1.0NRT,285.5,1.5,N
-25.5768,27.58374,297,0.46,0.64,2019-04-07,00:00,N,nominal,1.0NRT,285.2,0.5,N
-25.57405,27.58267,296.6,0.46,0.64,2019-04-07,00:00,N,nominal,1.0NRT,285.3,0.5,N
-25.49375,27.10288,299.3,0.43,0.62,2019-04-07,00:00,N,nominal,1.0NRT,285.2,1,N
-25.72526,27.60994,309.7,0.47,0.64,2019-04-07,00:00,N,nominal,1.0NRT,285.4,1.5,N
-25.71559,27.40536,300.3,0.45,0.63,2019-04-07,00:00,N,nominal,1.0NRT,285.5,0.9,N
-26.03593,29.38096,307.3,0.6,0.71,2019-04-07,00:00,N,nominal,1.0NRT,284.2,4.7,N
-26.03631,29.38713,300.3,0.6,0.71,2019-04-07,00:00,N,nominal,1.0NRT,283.9,2.5,N
-26.03785,29.41233,299.5,0.61,0.71,2019-04-07,00:00,N,nominal,1.0NRT,284.4,2.3,N
-26.04296,29.38641,305.9,0.6,0.71,2019-04-07,00:00,N,nominal,1.0NRT,283.4,2.5,N
-25.9789,28.31045,300.5,0.52,0.67,2019-04-07,00:00,N,nominal,1.0NRT,282.5,1.5,N
-26.05973,29.22922,298.9,0.59,0.7,2019-04-07,00:00,N,nominal,1.0NRT,284.2,1.8,N
-26.06555,29.21656,310.8,0.59,0.7,2019-04-07,00:00,N,nominal,1.0NRT,282.7,2.9,N
-26.09508,28.38506,296,0.53,0.67,2019-04-07,00:00,N,nominal,1.0NRT,282.4,0.8,N
-26.13105,26.18623,299,0.39,0.59,2019-04-07,00:00,N,nominal,1.0NRT,285.7,0.6,N
-33.84676,20.01518,302.3,0.41,0.45,2019-04-07,00:06,N,nominal,1.0NRT,279.3,0.7,N
-32.93917,18.7594,301.6,0.52,0.41,2019-04-07,00:06,N,nominal,1.0NRT,285.5,1.1,N
61.89362,159.72472,344.7,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,278.6,8,D
61.89752,159.74161,338.5,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,278.7,11.1,D
61.90741,159.78462,347.9,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,281.3,19.1,D
61.89022,159.72812,348.5,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,279.5,16.5,D
61.8941,159.74495,331.7,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,276.1,3.5,D
61.90004,159.77077,347.6,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,281.6,16.9,D
61.90203,159.77942,342.5,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,285.6,36.2,D
61.90401,159.78799,343.3,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,288.9,36.2,D
61.88486,159.72305,347.1,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,276,9.1,D
61.87946,159.71782,367,0.49,0.4,2019-04-07,01:06,N,low,1.0NRT,281.5,26.9,D
61.87544,159.70042,342.3,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,276.9,26.1,D
61.87746,159.70917,347.5,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,277.4,26.1,D
61.87202,159.7038,352.5,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,276.3,26.1,D
61.87402,159.71246,343.9,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,294.6,26.1,D
61.91082,159.78123,339.2,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,278.3,19.1,D
61.91812,159.79483,328.4,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,275.4,4.8,D
61.92006,159.8033,355.8,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,285.9,19.7,D
61.9329,159.69505,335.8,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,275.1,2.9,D
61.93943,159.81502,344.9,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,281.9,10.1,D
61.93411,159.80997,350.5,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,277.3,9.4,D
61.93605,159.81847,330.3,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,280.4,9.4,D
61.92877,159.80492,344.8,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,281.9,11.1,D
61.93073,159.81343,333,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,278.3,9.4,D
61.90939,159.79321,352.8,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,291,26.6,D
61.92539,159.80838,345.5,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,281.5,19.7,D
59.47128,144.06276,343.4,0.53,0.67,2019-04-07,01:06,N,nominal,1.0NRT,282,4.8,D
59.46967,144.07835,340.9,0.53,0.67,2019-04-07,01:06,N,nominal,1.0NRT,282.7,7.7,D
61.9128,159.78984,336.4,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,276.2,26.6,D
61.91134,159.80174,331.5,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,280,26.6,D
61.91474,159.79829,354.6,0.49,0.4,2019-04-07,01:06,N,nominal,1.0NRT,286.9,26.6,D
51.72437,32.2067,336.5,0.57,0.69,2019-04-07,01:18,N,nominal,1.0NRT,272.8,2.7,N
54.74695,22.60593,304.4,0.41,0.45,2019-04-07,01:18,N,nominal,1.0NRT,272.1,1.7,N
54.91723,21.90926,300.8,0.38,0.44,2019-04-07,01:18,N,nominal,1.0NRT,274,0.9,N
55.00301,21.56796,299.8,0.56,0.43,2019-04-07,01:18,N,nominal,1.0NRT,271.7,0.9,N
54.842,22.34804,316.1,0.4,0.44,2019-04-07,01:18,N,nominal,1.0NRT,272.7,2,N
55.04456,21.50156,297.5,0.56,0.43,2019-04-07,01:18,N,nominal,1.0NRT,269.6,0.7,N
55.04648,21.49335,310.4,0.56,0.43,2019-04-07,01:18,N,nominal,1.0NRT,271.9,2.1,N
54.8458,22.35086,321,0.4,0.44,2019-04-07,01:18,N,nominal,1.0NRT,274.9,2,N
54.75468,22.74001,307.7,0.41,0.45,2019-04-07,01:18,N,nominal,1.0NRT,269.1,1.5,N
54.84432,22.41213,301.4,0.4,0.44,2019-04-07,01:18,N,nominal,1.0NRT,270.6,1,N
55.15454,21.26581,304.1,0.54,0.42,2019-04-07,01:18,N,nominal,1.0NRT,269.9,1,N
54.91282,22.34666,297.6,0.4,0.44,2019-04-07,01:18,N,nominal,1.0NRT,273,1.6,N
58.27641,6.89384,307.5,0.52,0.42,2019-04-07,01:18,N,nominal,1.0NRT,276,1.9,N
58.27724,6.88492,326.1,0.52,0.42,2019-04-07,01:18,N,nominal,1.0NRT,276.8,3.4,N
58.34576,11.42399,299,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,282.7,1,N
51.72457,32.20062,327.9,0.57,0.69,2019-04-07,01:18,N,nominal,1.0NRT,271.7,8.2,N
55.48688,28.59869,308.6,0.62,0.54,2019-04-07,01:18,N,nominal,1.0NRT,271.4,3,N
53.80503,33.23332,297.4,0.52,0.67,2019-04-07,01:18,N,nominal,1.0NRT,266,0.9,N
53.8451,32.86612,296.2,0.5,0.66,2019-04-07,01:18,N,nominal,1.0NRT,267,0.6,N
59.12807,9.6255,296.3,0.45,0.39,2019-04-07,01:18,N,nominal,1.0NRT,275,1,N
57.71038,18.80178,302.2,0.42,0.38,2019-04-07,01:18,N,nominal,1.0NRT,275.2,1.3,N
57.7091,18.80208,299,0.42,0.38,2019-04-07,01:18,N,nominal,1.0NRT,274.5,1,N
59.09466,9.58907,312.7,0.45,0.39,2019-04-07,01:18,N,nominal,1.0NRT,275.3,1.6,N
53.84394,32.8685,295.6,0.5,0.66,2019-04-07,01:18,N,nominal,1.0NRT,267,1.4,N
54.91062,29.59821,299.7,0.35,0.57,2019-04-07,01:18,N,nominal,1.0NRT,268.6,0.6,N
59.35775,1.56632,295.7,0.54,0.51,2019-04-07,01:18,N,nominal,1.0NRT,277.7,0.8,N
67.36288,15.58301,300.9,0.44,0.38,2019-04-07,01:18,N,nominal,1.0NRT,274,1.9,N
65.76885,24.1936,339.6,0.4,0.37,2019-04-07,01:18,N,nominal,1.0NRT,272.4,2.4,N
65.76576,24.19015,314.7,0.4,0.37,2019-04-07,01:18,N,nominal,1.0NRT,270.7,2.4,N
65.76266,24.18671,326.3,0.4,0.37,2019-04-07,01:18,N,nominal,1.0NRT,277.7,2.8,N
65.76418,24.17871,300.4,0.4,0.37,2019-04-07,01:18,N,nominal,1.0NRT,270.9,1.9,N
61.57944,39.05424,295.5,0.37,0.58,2019-04-07,01:18,N,nominal,1.0NRT,263.7,0.2,N
61.57517,39.04723,305.3,0.37,0.58,2019-04-07,01:18,N,nominal,1.0NRT,267.4,0.6,N
65.56132,22.21922,329.2,0.39,0.36,2019-04-07,01:18,N,nominal,1.0NRT,272.1,3,N
64.64542,24.42392,303.1,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,266.9,1,N
64.66219,21.27871,296.7,0.39,0.36,2019-04-07,01:18,N,nominal,1.0NRT,270,0.9,N
60.6392,34.8062,318.2,0.62,0.54,2019-04-07,01:18,N,nominal,1.0NRT,265.9,3.4,N
59.5305,34.14514,301.1,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,272.6,1.4,N
59.52886,34.1501,298,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,272.9,1,N
59.38495,28.45797,304.5,0.45,0.47,2019-04-07,01:18,N,nominal,1.0NRT,272.1,1.5,N
60.28725,22.28913,305.7,0.45,0.39,2019-04-07,01:18,N,nominal,1.0NRT,273.2,1.3,N
57.07243,31.33378,300.5,0.34,0.56,2019-04-07,01:18,N,nominal,1.0NRT,268.6,0.5,N
60.49364,15.45109,295.6,0.39,0.36,2019-04-07,01:18,N,nominal,1.0NRT,271.5,0.8,N
60.48938,15.45593,301.1,0.39,0.36,2019-04-07,01:18,N,nominal,1.0NRT,273.7,0.7,N
57.53172,28.46312,298.7,0.52,0.5,2019-04-07,01:18,N,nominal,1.0NRT,269.3,1,N
56.40619,30.28955,297.8,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,268.9,1.5,N
56.40022,30.2896,309.9,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,269.6,1.1,N
56.39874,30.29431,306.7,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,269.2,1.1,N
56.39726,30.29897,304,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,269.1,1,N
56.39275,30.29439,299.5,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,266.2,1.1,N
56.38977,30.30385,312.2,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,267.7,1.3,N
56.36245,30.37115,303,0.33,0.55,2019-04-07,01:18,N,nominal,1.0NRT,274.1,1.4,N
55.52092,32.34496,296.7,0.42,0.61,2019-04-07,01:18,N,nominal,1.0NRT,265.4,0.7,N
55.26839,31.44434,295.3,0.4,0.6,2019-04-07,01:18,N,nominal,1.0NRT,265,0.5,N
60.38977,2.796,321.2,0.5,0.49,2019-04-07,01:18,N,nominal,1.0NRT,278.9,2,N
58.68372,17.13059,302.4,0.39,0.36,2019-04-07,01:18,N,nominal,1.0NRT,274.8,1.1,N
58.68258,17.13711,299,0.39,0.36,2019-04-07,01:18,N,nominal,1.0NRT,275.4,1.1,N
54.49588,32.69707,298.8,0.47,0.64,2019-04-07,01:18,N,nominal,1.0NRT,265.9,0.8,N
54.61885,31.95914,301.8,0.44,0.62,2019-04-07,01:18,N,nominal,1.0NRT,265.4,0.7,N
59.64538,6.35959,296,0.56,0.43,2019-04-07,01:18,N,nominal,1.0NRT,276.5,1.3,N
52.35312,9.88867,306.3,0.39,0.36,2019-04-07,01:18,N,nominal,1.0NRT,280,1.3,N
47.59387,29.48532,326.2,0.64,0.72,2019-04-07,01:18,N,nominal,1.0NRT,265.5,2.9,N
52.96386,6.02856,296.3,0.48,0.4,2019-04-07,01:18,N,nominal,1.0NRT,277.4,1,N
52.96753,6.02964,308,0.48,0.4,2019-04-07,01:18,N,nominal,1.0NRT,276.9,1,N
49.25221,24.86459,306.2,0.37,0.58,2019-04-07,01:18,N,nominal,1.0NRT,275.7,1.2,N
48.74899,26.60661,295.8,0.45,0.63,2019-04-07,01:18,N,nominal,1.0NRT,279.5,0.9,N
51.10451,18.9388,300.1,0.57,0.43,2019-04-07,01:18,N,nominal,1.0NRT,277.4,1.3,N
51.10624,18.9389,296.4,0.57,0.43,2019-04-07,01:18,N,nominal,1.0NRT,277.2,1,N
52.40058,12.49705,319.7,0.39,0.36,2019-04-07,01:18,N,nominal,1.0NRT,284.1,1.6,N
52.16426,14.61122,298.7,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,278.5,0.5,N
52.17089,14.61449,302.7,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,281.8,1.2,N
52.16985,14.63947,295.7,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,278.6,0.6,N
52.17419,14.61612,299.7,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,281.6,0.6,N
52.17202,14.6278,326.8,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,279.1,2.1,N
53.12331,8.6863,297.8,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,281.1,0.9,N
53.1309,8.68258,306.8,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,280.9,1.5,N
53.1317,8.67641,306.6,0.42,0.37,2019-04-07,01:18,N,nominal,1.0NRT,281.7,1.7,N
53.13271,8.69611,296.9,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,279.2,1.2,N
53.1343,8.6838,312,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,283,2.3,N
53.1351,8.67763,305.3,0.42,0.37,2019-04-07,01:18,N,nominal,1.0NRT,282.9,2.5,N
53.1335,8.68996,329,0.41,0.37,2019-04-07,01:18,N,nominal,1.0NRT,282.7,2.3,N
53.1385,8.67885,333.3,0.42,0.37,2019-04-07,01:18,N,nominal,1.0NRT,284.2,2.5,N
52.48727,13.8416,295.1,0.4,0.37,2019-04-07,01:18,N,nominal,1.0NRT,278.6,0.7,N
48.86924,28.16609,307.2,0.51,0.66,2019-04-07,01:18,N,nominal,1.0NRT,272.8,1.5,N
53.46881,14.93503,298.4,0.4,0.37,2019-04-07,01:18,N,nominal,1.0NRT,276.3,0.6,N
55.57855,4.75583,300.8,0.57,0.43,2019-04-07,01:18,N,nominal,1.0NRT,278.8,0.6,N
50.99949,28.54697,335.7,0.45,0.63,2019-04-07,01:18,N,nominal,1.0NRT,275.5,4.9,N
52.73991,25.44166,326.6,0.6,0.53,2019-04-07,01:18,N,nominal,1.0NRT,271.2,2.7,N
56.73298,1.29183,335.8,0.52,0.5,2019-04-07,01:18,N,nominal,1.0NRT,278.5,5.1,N
56.7792,2.10496,296.5,0.49,0.48,2019-04-07,01:18,N,nominal,1.0NRT,277.7,0.7,N
53.26993,24.44149,301,0.53,0.5,2019-04-07,01:18,N,nominal,1.0NRT,276,1.4,N
53.26893,24.44103,300.2,0.53,0.5,2019-04-07,01:18,N,nominal,1.0NRT,276,1.1,N
57.10869,2.84667,309.2,0.46,0.47,2019-04-07,01:18,N,nominal,1.0NRT,278.3,1.3,N
57.1573,2.29416,317.9,0.48,0.48,2019-04-07,01:18,N,nominal,1.0NRT,278.5,1.6,N
57.15781,2.28602,295.6,0.48,0.48,2019-04-07,01:18,N,nominal,1.0NRT,278.1,1.6,N
54.56944,21.16785,299.9,0.56,0.43,2019-04-07,01:18,N,nominal,1.0NRT,273,0.9,N
54.49255,21.53839,295.8,0.38,0.43,2019-04-07,01:18,N,nominal,1.0NRT,271.6,0.5,N
54.57976,21.17425,297.3,0.56,0.43,2019-04-07,01:18,N,nominal,1.0NRT,269.5,0.7,N
54.53665,21.62865,302.2,0.39,0.44,2019-04-07,01:18,N,nominal,1.0NRT,272.9,0.6,N
54.5404,21.63134,296.5,0.39,0.44,2019-04-07,01:18,N,nominal,1.0NRT,272.3,0.6,N
54.65911,21.50544,303.5,0.57,0.43,2019-04-07,01:18,N,nominal,1.0NRT,273.2,1.2,N
54.83328,20.89062,300.4,0.54,0.42,2019-04-07,01:18,N,nominal,1.0NRT,270.4,0.7,N
54.83531,21.10289,311.4,0.55,0.42,2019-04-07,01:18,N,nominal,1.0NRT,273.4,2,N
54.83342,21.11094,328.9,0.55,0.42,2019-04-07,01:18,N,nominal,1.0NRT,273.4,4.3,N
54.83708,21.11353,295.2,0.55,0.42,2019-04-07,01:18,N,nominal,1.0NRT,272.7,0.8,N
54.67843,21.8696,308.5,0.39,0.44,2019-04-07,01:18,N,nominal,1.0NRT,272.4,1.1,N
54.7404,21.7219,295.5,0.38,0.43,2019-04-07,01:18,N,nominal,1.0NRT,271.2,0.5,N
54.6144,22.38908,299.9,0.41,0.45,2019-04-07,01:18,N,nominal,1.0NRT,272.4,0.7,N
54.62741,22.33593,306,0.4,0.45,2019-04-07,01:18,N,nominal,1.0NRT,269.6,1,N
54.62885,22.33003,301.6,0.4,0.45,2019-04-07,01:18,N,nominal,1.0NRT,269.2,1,N
54.90485,21.17065,322.3,0.55,0.42,2019-04-07,01:18,N,nominal,1.0NRT,274.9,3.1,N
54.79463,21.91972,301.3,0.39,0.44,2019-04-07,01:18,N,nominal,1.0NRT,273.1,1.1,N
51.71637,32.22283,301.5,0.57,0.69,2019-04-07,01:18,N,nominal,1.0NRT,269.6,1.4,N
54.86508,21.75421,296.9,0.57,0.43,2019-04-07,01:18,N,nominal,1.0NRT,273.9,1.1,N
51.72184,32.20801,339.7,0.57,0.69,2019-04-07,01:18,N,nominal,1.0NRT,272.7,8.3,N
54.87055,21.76799,303.8,0.57,0.43,2019-04-07,01:18,N,nominal,1.0NRT,273.5,1.3,N
54.94674,21.48228,310,0.56,0.43,2019-04-07,01:18,N,nominal,1.0NRT,274.1,2,N
51.71878,32.20133,310.6,0.57,0.69,2019-04-07,01:18,N,nominal,1.0NRT,269.8,2.7,N
51.72154,32.19398,295.8,0.57,0.69,2019-04-07,01:18,N,nominal,1.0NRT,269.5,2.7,N
51.72161,32.21405,299.6,0.57,0.69,2019-04-07,01:18,N,nominal,1.0NRT,270.2,4.2,N
51.72712,32.19934,300.7,0.57,0.69,2019-04-07,01:18,N,nominal,1.0NRT,269.7,2.7,N
52.16081,10.41632,327.1,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,282.2,1.9,N
52.15836,10.40943,298.1,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,278.6,1,N
52.15754,10.41503,307.7,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,279.1,1.9,N
52.15823,10.39563,296.6,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,282.5,3,N
52.15657,10.40682,316.7,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,279.9,3,N
52.15413,10.39995,328.9,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,287,3,N
52.1533,10.40554,323.1,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,283.2,3,N
52.15496,10.39435,298.4,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,283.2,3,N
52.15086,10.39866,329,0.39,0.36,2019-04-07,01:24,N,nominal,1.0NRT,282.5,4.7,N
31.6309,6.13617,302.9,0.41,0.37,2019-04-07,01:24,N,nominal,1.0NRT,281.6,0.4,N
31.62753,6.13537,295.6,0.41,0.37,2019-04-07,01:24,N,nominal,1.0NRT,281.1,0.2,N
31.63325,6.06172,329.7,0.41,0.37,2019-04-07,01:24,N,nominal,1.0NRT,285.9,24.2,N
31.64563,5.98986,295.7,0.4,0.37,2019-04-07,01:24,N,nominal,1.0NRT,281.2,0.4,N
31.62956,5.98169,331,0.4,0.37,2019-04-07,01:24,N,nominal,1.0NRT,284.7,6.1,N
31.59142,5.9571,328.1,0.4,0.37,2019-04-07,01:24,N,nominal,1.0NRT,287.3,10,N
31.5907,5.96131,299.4,0.4,0.37,2019-04-07,01:24,N,nominal,1.0NRT,280.4,5.7,N
31.58807,5.9563,327.8,0.4,0.37,2019-04-07,01:24,N,nominal,1.0NRT,280.2,10,N
31.3955,6.93567,321.2,0.43,0.38,2019-04-07,01:24,N,nominal,1.0NRT,283.5,1.1,N
31.49454,5.84431,323.7,0.4,0.37,2019-04-07,01:24,N,nominal,1.0NRT,282.2,2.1,N
31.46463,5.93777,320.6,0.4,0.37,2019-04-07,01:24,N,nominal,1.0NRT,283.5,1.5,N
32.98981,-7.14734,296.6,0.41,0.61,2019-04-07,01:24,N,nominal,1.0NRT,277.9,0.8,N
31.33515,6.05867,339.1,0.41,0.37,2019-04-07,01:24,N,nominal,1.0NRT,283.9,8.2,N
31.32868,6.03513,327,0.41,0.37,2019-04-07,01:24,N,nominal,1.0NRT,283.7,2.7,N
